"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"rings:Body_Ident_Base:1               ","Class","Body_Ident_Base","1.0.0.0","rings","The Body_Ident_Base class provides multiple attributes that can be used to identify a physical object (spacecraft, planet instrument, transmitter, system barycenter, etc.). At least one must be used. ","rings","","","","","","","","","","",""
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:E","Value","E","","","Parameters such as ring_radius were determined based on the plane of the E Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:Equator","Value","Equator","","","Parameters such as ring_radius were determined based on the equatorial plane of the planet."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:F","Value","F","","","Parameters such as ring_radius were determined based on the plane of the F Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:G","Value","G","","","Parameters such as ring_radius were determined based on the plane of the G Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:Phoebe","Value","Phoebe","","","Parameters such as ring_radius were determined based on the plane of the Phoebe Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:alpha","Value","alpha","","","Parameters such as ring_radius were determined based on the plane of the Alpha Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:beta","Value","beta","","","Parameters such as ring_radius were determined based on the plane of the Beta Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:delta","Value","delta","","","Parameters such as ring_radius were determined based on the plane of the Delta Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:epsilon","Value","epsilon","","","Parameters such as ring_radius were determined based on the plane of the Epsilon Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:eta","Value","eta","","","Parameters such as ring_radius were determined based on the plane of the Eta Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:five","Value","five","","","Parameters such as ring_radius were determined based on the plane of the Five Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:four","Value","four","","","Parameters such as ring_radius were determined based on the plane of the Four Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:gamma","Value","gamma","","","Parameters such as ring_radius were determined based on the plane of the Gamma Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:individual","Value","individual","","","When parameters such as ring_radius are given in the data file for multiple rings, each set of parameters for a specific ring were determined based on the plane of that specific ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:lambda","Value","lambda","","","Parameters such as ring_radius were determined based on the plane of the Lambda Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:mu","Value","mu","","","Parameters such as ring_radius were determined based on the plane of the Mu Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:nu","Value","nu","","","Parameters such as ring_radius were determined based on the plane of the Nu Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:six","Value","six","","","Parameters such as ring_radius were determined based on the plane of the Six Ring."
"rings:Occultation_Time_Series:2        rings:minimum_projected_sun_diameter:1","Attribute","minimum_projected_sun_diameter","n/a","rings","minimum_projected_sun_diameter provides the smallest value of projected_sun_diameter in the observation. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:maximum_projected_sun_diameter:1","Attribute","maximum_projected_sun_diameter","n/a","rings","maximum_projected_sun_diameter provides the largest value of projected_sun_diameter in the observation. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:sigma_projected_sun_diameter:1  ","Attribute","sigma_projected_sun_diameter","n/a","rings","sigma_projected_sun_diameter indicates the Standard deviation (1-sigma) of projected_sun_diameter in the observation. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:star_name:1                     ","Attribute","star_name","n/a","rings","star_name provides the identifying name of star, including the catalog name if necessary. Examples include 'sigma Sgr' and 'SAO 123456' (for star number 123456 in the Smithsonian Astrophysical Observatory catalog). Use 'Sun' for solar occultations. Required in labels for stellar and solar occultations. Not used for radio occultations. ","rings","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Time_Series:2        rings:fresnel_scale:1                 ","Attribute","fresnel_scale","n/a","rings","fresnel_scale is sqrt(lambda * D/2), where lambda is the central wavelength of the observation and D is the average distance between the observer and the occulting ring. This is an average value for the entire occultation and is a measure of the limit on the radial resolution of ring structure due to diffraction. Note that the actual overall resolution is affected as well by the projected diameter of the occulted star and the instrumental time constant, if any. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:projected_star_diameter:1       ","Attribute","projected_star_diameter","n/a","rings","projected_star_diameter provides the projected angular diameter of the occulted star, from observer to occulting object. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:sigma_projected_star_diameter:1 ","Attribute","sigma_projected_star_diameter","n/a","rings","sigma_projected_star_diameter indicates the uncertainty (1-sigma) in the projected_star_diameter. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:fractional_error_star_counts:1  ","Attribute","fractional_error_star_counts","n/a","rings","fractional_error_star_counts indicates the fractional error (1-sigma) in star counts used for square-well model fit. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:time_constant_type:1            ","Attribute","time_constant_type","n/a","rings","time_constant_type distinguishes between three types of instrumental time constant assumed in a square-well model. This attribute is required if the time_constant attribute is present. ","rings","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Time_Series:2        rings:time_constant_type:2             Value:Double Pole","Value","Double Pole","","","double pole filter."
"rings:Occultation_Time_Series:2        rings:time_constant_type:2             Value:None","Value","None","","","No instrumental time constant, in which case time_constant and sigma_time_constant are both zero."
