"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"disp:Color_Display_Settings:1        ","Class","Color_Display_Settings","1.0.0.0","disp","The Color_Display_Settings class provides guidance to data users on how to display a multi-banded Array object on a color-capable display device.","img","","","","","","","","","","",""
"geom:List_Index_Angle:2               geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Angle:2               geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Base:1               ","Class","List_Index_Base","1.0.0.0","geom","The List_Index class is an abstract class designed to enable the use of indexed lists. The minimum requirement is at least one of sequence number, name or "id", plus the set of values themselves. ","geo","","","","","","","","","","",""
"geom:List_Index_Base:2                geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Base:2                geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Base:2                geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Length:1             ","Class","List_Index_Length","1.0.0.0","geom","Used when the list values are lengths.","geo","","","","","","","","","","",""
"geom:List_Index_Length:2              geom:index_value_length:1            ","Attribute","index_value_length","n/a","geom","The index_value_length attribute provides the value of a length as named by the associated index_id or index_name. ","geo","ASCII_Real","0","*","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:List_Index_Length:2              geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Length:2              geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Length:2              geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_No_Units:1           ","Class","List_Index_No_Units","1.0.0.0","geom","Used when the list values have no units.","geo","","","","","","","","","","",""
"geom:List_Index_No_Units:2            geom:index_value_number:1            ","Attribute","index_value_number","n/a","geom","The index_value_number attribute provides the value with no applicable units as named by the associated index_id or index_name. ","geo","ASCII_Real","0","*","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:List_Index_No_Units:2            geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_No_Units:2            geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_No_Units:2            geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Temperature:1        ","Class","List_Index_Temperature","1.0.0.0","geom","Used when the list values are temperatures. They may also have accompanying temperature counts using index_value_number. ","geo","","","","","","","","","","",""
"geom:List_Index_Temperature:2         geom:index_value_temperature:1       ","Attribute","index_value_temperature","n/a","geom","The index_value_temperature attribute provides the value of a temperature as named by the associated index_id or index_name. ","geo","ASCII_Real","0","*","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"geom:List_Index_Temperature:2         geom:index_value_number:1            ","Attribute","index_value_number","n/a","geom","The index_value_number attribute provides the value with no applicable units as named by the associated index_id or index_name. ","geo","ASCII_Real","0","*","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:List_Index_Temperature:2         geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Temperature:2         geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Temperature:2         geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
